Node_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249
77,27,25,24,12,19,12,26,22,19,21,18,18,22,21,19,18,21,15,22,21,21,27,23,19,17,21,20,22,16,17,25,14,23,12,10,31,14,14,9,32,8,40,6,4,7,35,14,16,30,27,25,28,28,30,28,24,25,27,23,28,30,29,41,41,41,40,49,38,36,29,12,22,17,13,34,17,5,0,35,31,41,51,35,28,29,27,28,28,30,24,34,33,37,38,37,37,25,27,28,39,39,40,41,41,42,42,41,40,39,38,43,36,42,43,25,26,34,33,42,34,32,26,41,38,48,53,46,31,36,28,38,38,39,40,40,39,39,53,31,43,52,54,47,30,30,37,53,52,33,45,51,52,51,52,52,53,38,50,41,33,42,27,30,32,41,51,53,45,30,31,29,31,32,32,33,33,32,33,32,32,30,27,33,34,34,34,35,35,30,35,36,36,34,34,33,37,34,24,22,31,36,32,31,49,31,36,48,15,20,21,17,24,20,19,18,19,5,9,9,38,25,17,21,16,19,16,27,25,15,15,14,27,29,16,17,17,18,10,5,16,54,53,53,27,36,32,29,32,35,31
78,12,14,12,23,16,24,11,14,18,16,29,18,14,19,19,18,17,21,19,15,15,28,23,21,19,14,16,15,20,21,12,21,15,34,27,58,42,49,42,59,41,75,41,35,28,64,39,37,18,16,20,17,21,23,22,26,28,26,24,13,14,14,9,9,8,8,14,5,1,59,47,53,51,24,62,50,30,35,0,4,6,16,23,11,10,10,9,8,6,12,3,3,2,3,3,2,10,8,7,6,7,8,10,10,11,12,11,9,7,6,8,2,14,8,11,9,10,2,7,7,15,10,6,7,14,19,12,4,6,8,7,8,9,10,11,10,9,19,12,10,17,26,12,11,6,11,18,17,6,11,16,17,16,17,17,18,7,19,10,2,10,8,9,11,11,22,18,22,8,7,9,8,7,6,6,5,5,5,6,5,7,38,4,4,3,4,5,4,34,6,6,8,8,6,7,9,9,51,44,6,4,4,5,15,6,3,13,44,16,16,18,17,18,18,29,35,32,45,44,73,58,38,37,40,42,43,32,31,37,40,41,45,31,41,42,43,45,38,40,51,19,18,18,9,5,9,6,4,2,6
79,9,11,9,19,13,20,8,11,14,12,26,14,10,16,16,14,13,18,16,11,11,26,20,17,15,10,12,12,16,17,9,18,12,30,23,55,38,45,38,56,38,71,37,32,24,61,35,33,16,14,17,15,19,21,20,23,25,24,21,11,12,12,11,12,11,11,18,8,5,55,43,50,47,20,58,46,26,31,4,0,9,20,21,9,8,7,6,5,3,8,4,3,6,7,6,6,7,5,3,9,10,11,12,12,13,14,14,12,10,8,12,5,15,12,7,5,10,2,11,7,13,6,10,9,18,23,15,2,8,4,9,10,11,12,13,12,11,22,11,13,20,28,16,9,3,12,22,21,5,14,20,21,20,21,21,22,9,22,13,3,12,5,8,11,13,24,22,23,5,5,6,6,6,5,6,5,4,5,4,4,4,36,3,4,5,5,6,6,32,7,8,9,8,7,7,10,9,48,40,4,6,3,3,18,5,6,17,41,12,12,14,14,15,15,26,32,28,41,40,70,54,35,34,37,39,39,30,28,33,37,38,42,29,38,39,40,42,35,36,47,23,22,22,6,7,8,3,2,4,4
80,18,20,18,28,22,29,17,20,23,21,33,24,19,23,24,23,22,27,25,20,20,31,27,27,24,19,21,21,25,25,18,27,21,38,32,62,46,54,48,63,47,80,46,41,34,68,45,42,22,21,25,22,26,28,27,31,33,31,29,19,19,19,9,9,8,8,9,6,6,63,53,58,57,29,66,55,36,41,6,9,0,10,23,17,15,16,14,14,12,17,8,8,4,4,6,4,16,14,12,7,8,9,10,10,11,12,12,10,9,8,7,5,11,3,16,14,14,8,4,11,16,16,6,10,9,14,10,10,10,13,9,10,10,12,13,12,11,13,17,9,11,22,7,14,11,14,12,13,8,8,11,11,10,11,12,12,6,15,11,8,6,14,15,16,11,18,13,20,13,12,14,13,12,11,10,10,10,10,11,10,13,43,9,9,8,9,9,8,39,10,9,11,12,11,12,12,13,55,48,12,7,10,10,11,12,7,9,50,21,21,23,22,24,24,34,41,37,50,49,79,63,44,43,46,48,48,37,36,42,46,47,51,36,47,48,49,51,44,45,57,13,13,12,15,8,14,12,9,7,11
81,28,30,28,38,31,39,27,30,32,30,41,34,29,32,33,33,33,37,35,31,30,37,34,37,34,29,31,31,35,35,28,37,31,47,43,70,55,63,57,71,57,90,56,51,44,77,55,53,32,31,35,31,35,37,37,41,43,40,39,29,28,29,16,16,15,15,6,15,16,71,63,67,66,40,74,64,46,51,16,20,10,0,27,27,25,26,24,24,22,28,18,19,14,14,16,14,26,24,22,16,16,17,17,17,17,18,19,17,17,17,13,15,13,8,25,24,24,18,10,21,23,26,14,18,3,4,13,21,19,24,17,18,18,19,20,20,19,3,26,15,4,18,6,22,21,22,2,9,17,12,1,2,3,3,3,3,13,9,18,18,9,24,24,25,18,14,6,19,23,22,24,23,22,21,20,20,20,20,21,21,23,53,20,19,18,19,19,18,49,19,18,20,21,20,22,21,22,64,56,22,17,20,21,12,22,17,10,60,32,32,33,32,34,34,45,51,47,60,59,88,72,54,53,56,58,59,47,46,53,56,57,61,45,57,58,59,61,54,55,66,4,4,4,25,18,23,22,20,17,21
82,29,29,26,27,20,25,27,27,19,17,19,27,19,15,17,21,30,30,33,24,22,11,13,32,26,21,19,28,22,20,27,28,29,26,32,45,33,44,38,46,43,69,41,38,31,52,46,45,36,33,36,35,38,41,39,40,43,42,39,31,33,32,31,31,30,30,30,27,24,47,47,44,47,31,49,43,32,35,23,21,23,27,0,29,28,26,26,24,24,23,24,24,23,25,25,23,22,21,21,28,30,31,32,32,33,34,34,32,30,28,30,21,15,22,18,19,32,21,27,29,8,24,28,30,25,28,33,23,29,24,29,30,31,33,34,33,32,30,32,32,31,20,29,13,19,33,29,35,17,31,28,29,29,30,30,30,17,21,33,23,19,23,29,32,33,19,33,12,26,27,27,27,28,27,27,26,25,26,26,25,25,52,24,25,25,26,27,27,50,28,29,30,30,28,28,32,31,39,31,26,26,24,24,34,26,26,32,49,26,27,24,32,30,29,40,45,34,43,42,68,50,47,48,48,51,49,47,45,45,47,47,57,47,48,49,50,51,43,37,49,32,32,31,25,27,30,23,23,25,25
83,2,3,5,16,13,19,2,6,16,15,28,10,13,20,18,14,7,13,9,9,10,31,24,11,12,11,14,6,15,18,3,14,5,30,19,55,38,42,36,56,33,68,33,27,21,61,29,26,7,5,8,6,10,12,11,14,17,15,13,2,4,4,13,14,13,13,23,11,11,55,39,49,45,15,59,45,23,28,11,9,17,27,29,0,1,3,4,5,6,7,9,8,13,12,11,12,7,8,8,12,12,12,13,13,14,14,13,13,11,11,15,13,24,20,12,10,6,10,17,7,21,5,14,10,25,30,18,7,8,5,10,10,11,12,12,11,11,29,3,15,26,37,21,16,10,9,28,25,14,18,27,27,26,27,27,28,18,31,13,9,21,6,2,5,13,33,28,32,4,5,2,4,4,5,6,7,7,6,6,6,4,27,7,8,8,7,8,9,23,8,9,8,7,7,5,9,6,48,42,5,10,7,7,21,5,10,21,34,8,7,13,6,9,10,18,24,24,37,37,66,52,28,26,30,31,33,21,20,26,30,31,34,20,31,32,33,35,29,33,44,29,28,28,4,9,4,7,8,10,6
84,3,5,5,17,14,19,3,7,16,15,28,11,12,19,18,14,8,14,10,9,11,30,24,12,13,11,14,7,16,18,4,15,6,31,20,56,38,43,37,57,34,69,34,28,22,61,30,28,8,6,10,7,11,14,12,16,18,16,14,3,5,5,12,13,12,12,22,10,10,55,40,49,46,16,59,45,24,29,10,8,15,25,28,1,0,2,3,4,4,7,7,7,12,11,10,11,7,7,8,11,11,11,12,12,13,13,12,11,10,9,14,12,23,18,11,9,6,9,15,5,20,5,13,9,24,29,17,6,7,4,9,9,10,11,11,10,10,28,4,14,25,36,20,15,9,8,27,24,13,17,26,26,25,26,26,27,16,29,12,8,20,6,1,4,12,32,26,31,2,3,1,2,3,4,5,5,5,5,4,5,3,28,6,6,7,6,7,7,25,6,8,7,5,5,4,8,5,49,42,4,9,6,5,20,3,9,20,36,9,8,13,7,10,11,19,25,25,38,38,67,53,29,28,31,33,34,22,21,28,31,33,35,21,32,33,34,37,30,34,45,27,27,26,4,8,3,6,7,8,4
85,2,4,3,15,11,17,1,5,13,13,26,9,10,17,16,12,7,12,9,7,8,28,22,11,11,9,11,5,13,16,2,13,5,29,18,53,36,41,35,55,33,67,33,27,20,59,29,27,10,7,10,8,12,15,13,16,18,17,14,4,7,6,13,14,14,13,23,11,10,53,39,47,44,15,57,43,22,27,10,7,16,26,26,3,2,0,1,2,4,5,8,7,12,12,10,11,5,5,6,12,12,13,14,14,14,15,14,13,12,11,16,11,22,18,9,7,8,9,16,7,19,3,14,10,24,29,18,6,9,3,11,11,12,13,13,12,12,28,6,16,26,35,21,14,8,10,28,25,12,18,26,27,25,26,27,27,16,29,14,8,19,4,4,7,14,31,27,30,3,4,2,3,5,5,6,6,6,6,5,5,3,29,6,7,8,7,8,8,25,8,9,9,7,7,6,10,7,46,40,4,10,6,5,22,4,9,21,35,7,6,11,7,9,9,19,25,23,36,36,66,51,28,27,30,32,33,23,21,27,30,32,35,22,31,32,33,36,29,32,43,28,28,27,2,9,6,5,6,9,4
86,4,6,4,16,11,18,3,6,13,13,26,10,10,17,16,12,8,13,11,8,9,28,21,12,12,9,11,6,14,16,4,14,7,29,19,54,37,42,36,55,34,68,34,28,21,59,31,28,11,8,12,10,13,16,14,17,20,18,16,6,7,7,12,13,13,12,22,10,9,54,40,48,45,16,57,44,23,28,9,6,14,24,26,4,3,1,0,1,2,5,7,6,10,10,9,10,5,4,5,11,11,12,13,13,14,14,13,12,11,10,14,10,21,17,8,6,8,7,15,6,18,3,13,10,23,28,17,4,8,1,10,10,11,12,12,11,11,27,6,15,25,34,20,13,7,10,26,24,11,17,25,25,24,25,26,26,15,28,13,6,18,3,4,7,14,30,26,28,2,3,1,3,4,4,5,5,5,5,4,4,2,30,5,6,7,6,6,7,27,7,8,8,7,6,5,9,7,47,40,3,9,4,4,21,3,8,20,36,8,8,11,8,10,10,20,26,24,37,37,67,52,30,29,32,33,34,24,23,28,32,33,37,23,33,34,35,37,30,33,44,27,26,26,2,8,5,3,5,7,3
87,5,6,4,15,10,17,3,6,12,11,25,10,9,16,14,11,8,13,11,7,8,27,20,12,11,8,10,7,13,15,4,13,7,28,19,53,36,41,35,54,33,67,33,27,20,59,31,28,12,9,12,10,14,17,15,18,20,19,16,7,9,8,13,14,13,13,22,10,9,53,39,47,44,16,56,43,23,28,8,5,14,24,24,5,4,2,1,0,2,4,7,6,10,10,9,10,3,3,4,11,12,12,14,14,15,15,14,13,12,10,15,10,20,17,7,5,9,7,15,7,16,2,13,10,23,28,18,4,8,1,10,11,12,13,13,12,12,27,7,15,25,33,20,11,6,11,26,25,10,17,25,25,24,25,26,26,14,27,14,6,17,2,5,8,14,29,26,27,3,4,3,4,5,5,6,6,5,5,4,4,2,31,5,6,7,6,7,8,28,7,9,9,8,7,6,10,8,46,39,3,9,4,4,21,4,8,21,36,8,7,11,9,10,10,20,27,24,37,36,66,51,30,29,32,34,34,25,23,28,32,33,37,24,33,34,35,37,30,32,43,27,27,26,1,9,6,3,5,8,3
88,6,8,6,17,12,19,5,8,14,13,26,12,11,17,16,13,11,15,13,9,10,27,21,15,13,10,12,9,15,17,6,16,9,30,21,55,38,44,38,56,36,70,36,30,23,60,33,31,13,10,14,11,15,18,17,20,22,20,18,8,9,9,11,12,11,11,19,8,6,55,42,49,46,18,58,46,25,30,6,3,12,22,24,6,4,4,2,2,0,6,4,4,8,8,7,8,5,4,4,9,10,10,12,12,13,13,13,11,9,8,13,8,19,15,8,6,8,5,13,5,16,4,11,8,20,25,16,2,6,2,8,9,10,11,12,11,10,25,8,13,22,32,17,11,5,10,24,22,8,15,22,23,22,23,23,24,12,25,12,4,15,3,5,8,12,28,24,26,2,3,3,3,4,3,4,3,3,3,2,2,1,32,3,4,5,4,5,6,29,5,7,7,6,5,5,9,7,48,41,2,7,2,1,19,2,6,18,38,10,10,13,11,12,12,23,29,26,39,39,68,53,32,31,34,36,37,27,25,30,34,35,39,26,35,36,37,39,32,35,46,25,24,24,3,6,6,2,3,5,1
89,6,6,2,11,7,13,4,4,9,8,21,6,6,13,11,7,7,10,10,3,4,24,17,10,7,4,7,5,9,11,4,10,6,24,15,49,32,37,31,50,30,63,29,24,17,55,28,26,13,10,12,12,15,18,16,17,20,19,16,8,11,10,17,18,17,17,25,14,12,49,36,43,40,12,52,39,19,24,12,8,17,28,23,7,7,5,5,4,6,0,10,10,14,14,13,13,1,4,5,15,16,17,18,18,19,19,18,17,16,14,19,13,22,20,6,4,12,10,19,11,16,2,17,14,26,31,22,7,12,5,15,15,16,17,17,16,16,30,10,19,28,35,23,11,7,15,30,28,11,21,28,29,28,29,29,30,16,29,18,10,20,3,8,11,18,31,30,28,7,8,6,8,9,9,10,10,9,9,9,8,6,29,9,10,11,10,11,12,27,11,13,13,12,11,10,14,12,42,35,7,13,8,8,25,8,12,24,33,4,5,7,8,8,7,19,25,20,33,32,62,47,27,27,29,31,31,24,23,26,29,30,35,24,30,31,32,34,27,28,40,30,30,30,3,13,10,6,8,11,7
90,10,12,10,22,16,23,9,13,18,16,29,17,14,20,19,17,15,20,17,14,14,29,24,19,17,13,16,13,19,20,10,20,13,34,25,58,41,48,42,59,40,74,40,34,27,64,37,35,15,13,17,14,18,21,19,23,25,23,22,11,11,12,8,8,8,7,15,4,2,58,46,53,50,22,62,50,29,34,3,4,8,18,24,9,7,8,7,7,4,10,0,1,4,4,3,4,9,8,6,5,6,7,9,9,9,11,10,8,6,5,9,5,16,11,11,9,8,3,8,4,16,8,7,6,16,21,12,3,4,6,5,6,7,9,9,8,7,20,9,9,18,29,13,12,6,9,20,18,7,11,18,19,18,19,19,20,10,22,9,1,12,7,7,9,9,25,20,25,5,4,6,5,5,4,3,2,2,3,3,3,5,36,2,1,1,2,2,2,32,3,4,5,5,4,5,7,7,51,44,4,3,2,3,15,4,2,14,42,14,14,17,14,16,17,27,33,30,43,43,73,57,36,35,38,40,41,30,29,35,38,39,43,28,39,40,41,44,37,39,50,20,20,19,8,3,6,5,2,1,3
91,9,11,10,21,15,22,8,12,17,15,29,16,13,19,18,16,14,19,17,13,13,29,23,18,17,13,15,12,18,20,10,19,12,33,24,57,41,47,41,59,39,73,39,33,26,63,36,34,15,13,17,14,18,20,19,23,25,23,21,10,11,11,8,9,8,8,16,5,3,58,45,52,50,22,61,49,28,33,3,3,8,19,24,8,7,7,6,6,4,10,1,0,5,5,4,4,9,7,6,6,7,8,9,9,10,11,10,9,7,5,9,5,16,11,10,8,8,3,9,4,16,8,7,6,17,22,13,2,5,5,6,7,8,9,10,9,8,21,9,10,19,29,14,12,6,9,20,19,7,12,19,20,18,19,20,20,10,22,10,1,13,6,6,9,10,25,20,25,5,4,6,5,4,3,3,2,2,2,3,2,4,35,1,1,1,2,2,3,32,4,5,6,5,4,5,8,7,50,43,3,3,2,2,16,4,3,15,42,13,13,16,14,16,16,26,32,30,43,42,72,57,35,34,37,39,40,29,28,34,37,39,42,28,39,39,40,43,36,38,49,21,21,20,7,4,6,4,2,2,3
92,14,16,14,25,18,26,13,16,20,18,30,20,16,21,21,20,19,23,21,17,17,29,24,23,21,16,18,17,21,22,14,23,17,35,29,60,43,50,44,61,43,77,43,37,30,66,41,39,19,18,21,18,22,25,24,27,30,27,26,15,15,16,8,8,8,7,12,4,2,60,49,55,53,26,63,52,32,37,2,6,4,14,23,13,12,12,10,10,8,14,4,5,0,2,3,1,12,10,9,6,7,8,9,10,10,12,11,9,7,6,7,2,12,7,12,11,12,4,6,8,15,12,6,8,12,17,11,6,7,9,7,8,9,10,11,11,9,17,14,9,15,25,10,11,8,11,16,16,6,9,14,15,14,15,15,16,6,18,10,4,8,10,11,13,11,21,16,21,9,8,11,9,9,8,7,6,6,7,7,7,9,40,6,5,5,6,6,5,36,7,7,8,9,8,9,10,10,53,45,8,4,6,7,13,8,4,12,46,18,18,20,19,20,20,31,37,34,46,46,75,60,40,39,42,44,45,34,33,39,42,43,47,33,43,44,45,47,40,42,53,17,16,16,11,6,11,8,6,4,8
93,13,15,14,25,19,27,13,16,21,19,32,20,17,22,22,21,18,24,21,17,17,31,26,23,21,17,19,17,22,24,14,24,17,37,29,61,45,51,45,62,44,77,44,38,31,67,41,38,18,17,20,17,21,23,22,27,29,26,25,14,14,15,6,6,5,5,11,2,2,62,50,56,54,26,65,53,33,38,3,7,4,14,25,12,11,12,10,10,8,14,4,5,2,0,1,2,13,11,10,4,5,6,7,7,8,9,9,7,5,4,5,4,14,8,14,12,10,5,5,7,17,12,4,5,13,18,9,7,5,10,5,6,6,8,9,8,7,17,12,7,14,27,9,13,9,9,16,14,8,8,15,15,14,15,15,16,8,19,8,4,10,11,10,11,8,22,16,23,9,8,10,9,8,7,6,6,6,6,7,6,9,39,5,5,4,5,5,4,35,5,5,6,7,6,8,8,8,54,47,8,2,6,7,12,8,2,10,46,18,18,21,18,20,20,30,36,34,47,47,76,61,40,38,42,44,45,33,32,38,42,43,46,31,43,44,45,47,40,42,54,17,16,16,11,4,9,8,6,3,7
94,12,14,13,24,19,26,12,15,20,18,32,19,16,22,22,20,17,23,20,16,16,31,26,21,20,16,18,16,22,23,13,23,16,36,28,61,44,51,44,62,43,77,43,37,30,67,40,37,17,16,19,16,20,22,21,25,27,25,24,13,13,14,6,6,5,5,12,2,2,61,49,56,53,25,64,52,32,37,3,6,6,16,25,11,10,10,9,9,7,13,3,4,3,1,0,2,12,10,9,3,4,6,7,7,8,9,9,6,5,3,6,4,15,9,13,12,9,5,6,5,18,11,4,5,14,19,9,6,4,9,4,5,6,7,9,8,6,18,11,7,15,28,10,13,8,9,17,15,8,8,16,16,15,16,16,17,9,20,8,4,11,10,9,10,8,23,17,24,8,7,9,8,7,6,5,4,5,5,6,5,8,38,4,4,3,4,3,3,34,4,4,6,6,5,6,7,7,54,46,7,1,5,6,12,7,1,11,45,17,17,20,17,19,19,29,35,33,46,46,75,60,39,37,41,42,43,32,31,37,41,42,45,30,42,43,44,46,39,42,53,18,17,17,10,3,8,8,5,2,6
95,13,15,14,25,18,26,12,16,20,18,31,20,16,21,21,20,18,23,21,16,16,29,25,22,20,16,18,16,21,22,14,23,17,35,28,60,43,50,44,61,43,76,43,37,30,66,41,38,18,17,21,18,22,24,23,27,29,27,25,14,15,15,8,8,7,7,12,4,1,60,49,55,53,25,63,52,32,37,2,6,4,14,23,12,11,11,10,10,8,13,4,4,1,2,2,0,12,10,9,5,6,7,9,9,10,11,11,8,7,5,7,3,13,7,12,11,11,4,5,7,16,12,5,7,13,18,10,6,6,9,6,7,8,10,11,10,9,17,13,9,15,26,10,12,8,11,16,15,7,9,15,15,14,15,16,16,7,18,10,4,9,10,10,12,10,22,16,22,9,8,10,9,8,7,7,6,6,6,7,6,8,39,5,5,4,5,5,4,35,6,6,8,8,7,8,9,9,53,45,8,3,6,6,13,8,3,12,46,17,17,20,18,20,20,30,36,33,46,46,75,60,40,39,42,43,44,33,32,38,42,43,47,32,43,44,45,47,40,42,53,17,17,16,11,5,10,8,5,3,7
96,6,7,3,12,7,14,5,5,9,8,21,8,5,12,11,8,8,11,11,4,4,24,17,12,8,4,7,6,10,12,5,11,7,25,16,49,32,38,32,51,31,64,31,25,18,55,29,27,14,11,13,13,16,19,17,19,21,20,17,9,11,10,16,17,17,16,24,13,11,49,37,44,41,13,53,40,20,25,10,7,16,26,22,7,7,5,5,3,5,1,9,9,12,13,12,12,0,2,4,14,15,16,17,17,18,19,18,17,15,14,18,11,20,18,5,3,12,8,18,10,15,2,16,14,24,29,21,6,12,4,14,14,15,16,17,16,15,29,10,19,27,33,22,10,6,15,28,27,10,20,27,27,26,27,28,28,15,28,17,9,18,2,8,11,18,30,29,27,6,7,6,7,8,8,9,9,8,8,8,7,6,31,8,9,10,9,10,11,28,11,12,13,11,10,10,14,12,42,36,7,12,7,7,24,7,11,23,34,6,6,8,9,9,9,20,26,21,34,34,63,48,29,29,30,33,33,26,24,27,30,31,37,25,31,32,33,36,28,29,41,29,29,28,3,12,10,5,7,10,7
97,7,8,5,14,8,16,6,7,10,9,22,10,6,13,12,9,10,13,13,6,6,24,17,14,10,6,8,8,11,13,6,13,9,26,18,51,34,40,34,52,33,66,33,27,20,57,31,29,15,12,15,13,17,20,18,20,22,21,18,10,12,11,15,16,15,14,22,12,9,51,39,45,43,16,54,42,22,27,8,5,14,24,21,8,7,5,4,3,4,4,8,7,10,11,10,10,2,0,2,13,14,14,16,16,17,18,17,15,13,12,16,9,18,16,4,2,12,6,16,9,13,3,14,12,22,27,20,5,11,3,12,13,14,15,16,15,14,27,11,17,25,32,20,9,4,14,26,26,8,19,25,25,24,25,26,26,13,26,16,7,16,1,8,11,16,28,27,25,6,7,6,7,8,7,8,7,7,7,7,6,5,33,6,7,8,8,9,9,30,9,11,11,10,9,9,13,11,44,37,6,10,6,5,23,6,10,22,36,8,8,9,11,11,11,22,28,23,36,35,65,50,31,30,33,35,35,27,26,29,32,33,39,27,33,34,35,38,30,31,43,27,27,26,3,10,9,3,5,8,5
98,8,10,7,16,10,17,7,9,11,10,23,12,8,14,13,11,11,15,15,8,8,24,18,15,12,7,9,10,13,14,8,15,10,27,20,52,35,42,36,53,35,68,34,29,22,58,33,31,16,13,16,14,18,21,19,22,24,23,20,10,12,12,14,14,14,13,21,10,8,52,41,47,45,17,55,43,24,28,7,3,12,22,21,8,8,6,5,4,4,5,6,6,9,10,9,9,4,2,0,12,12,13,15,15,16,17,16,14,12,11,15,7,17,14,5,3,12,4,14,9,13,4,13,11,20,25,18,3,10,3,11,12,13,14,15,14,13,25,11,16,23,30,18,8,2,13,24,24,6,17,23,23,22,23,24,24,11,24,15,5,15,3,8,11,16,26,25,24,6,6,6,6,7,7,7,7,6,6,6,5,5,34,5,6,7,7,8,8,31,9,10,11,10,8,8,12,11,45,38,5,9,5,4,21,6,8,20,38,10,10,11,12,13,12,24,30,25,38,37,67,51,33,32,34,36,37,29,27,31,34,35,40,28,35,36,37,39,32,33,44,25,25,24,5,9,9,2,4,7,5
99,13,15,15,27,21,28,13,17,23,21,35,21,19,25,24,22,19,24,20,18,19,34,29,23,22,18,21,17,24,26,14,25,17,39,30,63,47,53,47,65,45,79,45,39,32,69,41,38,16,16,19,16,19,22,21,25,27,25,24,13,13,14,2,3,2,2,11,1,5,64,51,58,55,27,67,55,34,39,6,9,7,16,28,12,11,12,11,11,9,15,5,6,6,4,3,5,14,13,12,0,1,2,4,4,5,6,6,3,2,1,4,8,18,10,16,14,8,8,5,5,21,13,2,3,15,19,7,8,4,11,2,3,3,4,6,5,4,17,11,4,15,30,10,17,11,7,17,13,12,6,16,16,14,16,16,17,12,22,5,6,13,12,9,10,5,25,16,27,9,8,10,9,8,7,6,6,7,6,7,7,9,38,7,5,5,5,4,4,33,4,3,4,6,5,7,5,7,56,49,8,3,7,8,10,8,3,9,46,19,18,22,18,20,21,30,36,35,48,48,77,62,39,38,42,43,45,31,31,38,42,43,45,30,43,44,45,47,41,44,55,17,17,16,12,3,8,10,8,5,8
100,13,15,15,27,22,29,13,17,24,22,35,22,20,26,25,23,19,24,20,19,19,35,30,23,23,19,22,17,25,26,15,25,17,40,30,64,47,53,47,65,45,79,45,39,32,70,41,38,16,16,19,16,19,21,20,25,27,24,24,13,13,13,1,2,2,1,12,3,6,65,51,59,56,27,68,55,34,39,7,10,8,16,30,12,11,12,11,12,10,16,6,7,7,5,4,6,15,14,12,1,0,1,2,3,3,5,4,2,1,2,4,9,19,11,17,15,7,9,6,5,22,14,3,2,16,20,6,9,4,11,2,2,2,3,5,4,3,18,11,4,15,31,10,18,12,6,18,13,13,6,16,17,15,16,16,17,13,23,3,7,14,13,9,9,4,26,16,28,9,8,10,9,8,7,6,6,7,7,7,8,10,37,7,6,5,6,5,4,33,5,3,4,5,5,7,4,6,57,50,9,4,8,9,10,8,4,9,46,19,19,22,18,21,21,30,36,35,48,48,78,63,39,37,42,43,45,31,30,38,42,43,45,29,43,44,45,47,41,44,55,17,17,16,13,3,8,11,9,6,8
101,14,16,16,28,23,29,14,18,24,23,36,22,21,27,26,24,19,25,20,19,20,36,31,23,23,20,22,18,25,27,15,26,17,40,30,65,48,54,48,66,45,80,45,39,33,71,41,38,15,15,19,15,19,21,20,25,27,24,24,13,12,13,1,2,2,2,12,4,7,65,51,60,56,27,69,56,35,40,8,11,9,17,31,12,11,13,12,12,10,17,7,8,8,6,6,7,16,14,13,2,1,0,1,1,2,4,3,1,1,3,4,10,20,12,18,16,7,10,7,6,23,14,4,2,16,21,6,10,4,12,2,2,1,2,4,3,2,18,11,3,15,32,11,19,13,5,18,13,14,6,17,17,15,17,17,17,14,24,2,8,15,13,10,9,2,27,16,29,10,9,11,9,8,8,7,7,8,7,8,8,10,37,8,7,6,7,6,5,32,5,3,4,6,6,7,4,6,58,51,9,5,9,9,9,9,5,9,46,20,19,23,18,21,21,30,36,36,49,49,78,64,39,37,42,43,45,31,30,38,42,43,45,29,43,44,45,47,41,45,55,18,17,17,13,4,8,11,9,7,9
102,15,17,17,29,24,31,15,19,26,24,38,23,22,28,28,25,20,26,21,21,21,38,32,24,25,21,24,19,27,29,16,27,18,42,32,66,50,55,49,68,46,81,47,40,34,72,42,39,16,16,20,16,19,21,21,26,27,25,24,15,13,14,1,1,2,2,11,5,8,67,53,61,58,29,70,57,36,41,10,12,10,17,32,13,12,14,13,14,12,18,9,9,9,7,7,9,17,16,15,4,2,1,0,0,1,2,3,1,2,4,4,11,21,13,19,17,8,12,7,7,24,16,4,3,16,21,5,11,5,13,3,3,2,2,3,3,3,18,12,2,15,32,10,20,15,6,18,12,15,5,17,17,15,16,16,17,15,24,2,10,16,15,11,10,1,28,16,30,11,10,12,11,9,9,8,8,9,9,9,10,12,38,10,8,8,8,7,7,33,6,5,5,7,7,8,5,7,59,53,11,6,10,11,8,10,7,9,48,21,20,25,19,22,23,31,37,37,50,50,80,65,40,38,43,44,46,31,31,39,43,44,45,29,44,45,46,48,42,46,57,17,17,16,15,6,9,13,11,8,11
